Магазин,Координаты,Время покупки,Категории,Бренды,Номер карточки,Количество товаров,Стоимость покупок
Красное&Белое,"(59.9111297,30.3180203)",2023-10-02 20:41:04.476877,"{'Бренди', 'Портвейн', 'Джин', 'Вермуты', 'Коньяк', 'Вино', 'Шампанское', 'Ром', 'Водка', 'Пиво', 'Виски'}","{'Белуга', 'Courvoisier', 'Шато Тамань', 'Guinness', 'Noilly Prat', 'Русский Стандарт', 'Amstel', 'Балтика 7', 'Moet & Chandon', 'Torres', ""Cockburn's"", 'Chivas Regal', 'Leffe', 'Абрау-Дюрсо', ""Gordon's"", 'Bacardi', 'Heineken', 'Captain Morgan', 'Remy Martin'}",4276 7475 7908 6592,20,26960
Вкустер,"(59.9120921,30.321705)",2024-08-05 13:43:55.705393,"{'Мясо', 'Бытовая химия', 'Минеральная вода', 'Лапша быстрого приготовления', 'Кондитерские изделия', 'Вино', 'Колбасные изделия', 'Соусы и специи', 'Замороженные овощи', 'Рыба и морепродукты', 'Полуфабрикаты', 'Майонез', 'Колбаса', 'Пиво', 'Замороженные продукты'}","{'Шардоне', 'Heinz', 'Fairy', 'Великолукский МК', 'Глобус', 'Рыбная фабрика', 'Роллтон', 'Дымов', 'Русское море', 'Hortex', 'Мираторг', 'Сибирская коллекция', 'Махеев', 'Тульский', 'Ессентуки', 'Жигулевское'}",2202 1069 9747 8967,18,3924
Дикси,"(59.9295884,30.3240678)",2023-09-24 15:14:27.213270,"{'Влажные салфетки', 'Собачий корм', 'Колбасные изделия', 'Хлебобулочные', 'Бытовая химия', 'Детские товары', 'Шоколад', 'Замороженные овощи', 'Фрукты', 'Сладости', 'Подгузники', 'Молочные продукты', 'Бакалея', 'Сосиски', 'Пельмени', 'Зубная паста', 'Крупы', 'Кофе и чай', 'Корма для животных'}","{'Colgate', 'Сады России', 'Папа может', 'Фруктовый край', 'Клинский', 'Махеев', 'Pampers', 'Chappi', 'Хаггис', 'Юбилейное', 'Савушкин', 'Мистер Мускул', 'Huggies', 'Hortex', 'Цезарь', 'Аленка', 'Булочный Завод', 'Националь', 'Домик в деревне', 'Whiskas', 'Jacobs', 'Простоквашино'}",5443 9897 3436 4052,25,5045
Красное&Белое,"(59.9200697,30.3412838)",2024-08-31 20:31:12.900000,"{'Ликер', 'Бренди', 'Коньяк', 'Водка', 'Сидр', 'Пиво'}","{'Белуга', 'Baileys', 'Абсолют', 'Fizzy', 'Финляндия', 'Leffe', 'Vecchia Romagna', 'Budweiser', 'Kahlua', 'Courvoisier'}",2200 1318 8947 8347,10,10950
Ароматный мир,"(59.928991,30.3118417)",2023-08-12 16:59:57.780931,"{'Бренди', 'Вермуты', 'Коньяк', 'Эль', 'Вино', 'Текила', 'Сидр', 'Пиво', 'Виски'}","{'Patron', 'Torres', 'Old Speckled Hen', 'Campari', 'Hennessy', 'Kilkenny', ""Fuller's"", 'Somersby', 'The Macallan', 'Amstel', 'Budweiser', 'Pliska', 'Массандра'}",2206 1619 7069 2405,16,17210
Дикси,"(59.918506,30.3460359)",2023-01-04 15:24:09.920911,"{'Крупы', 'Сладости', 'Корма для животных', 'Гель для душа', 'Кофе', 'Подгузники', 'Шоколад', 'Молочные продукты', 'Кондитерские изделия', 'Йогурт', 'Напитки', 'Сосиски', 'Хлебобулочные', 'Рыба и морепродукты', 'Майонез', 'Овощи', 'Замороженные продукты'}","{'Пепси', 'Milka', 'Calve', 'Pampers', 'Микоян', 'Дымов', 'Гудвил', 'Зеленая линия', 'Jacobs', 'Pedigree', 'Активиа', 'Сибирская коллекция', 'Паляничка', 'Санта Бремор', 'Тульский', 'Аленка', 'Простоквашино', 'Nivea'}",4277 8432 3795 1178,20,3944
Старая книга,"(59.9255577,30.345735)",2023-04-03 13:37:53.774223,"{'Философия', 'Бизнес-литература', 'Фантастика', 'Поэзия', 'Саморазвитие', 'Детская литература', 'Психология', 'Эзотерика', 'Детектив'}","{'Бажов', 'Чейз', 'Бродский', 'Сартр', 'Юнг', 'Шарма', 'Трейси', 'Хайнлайн', 'Кастанеда'}",2204 1456 5694 3531,9,3220
Искатель,"(59.9370847,30.3193004)",2023-01-14 14:42:56.433637,"{'Философия', 'Бизнес-литература', 'Фантастика', 'Научпоп', 'Научная фантастика', 'Саморазвитие', 'Психология', 'Классика', 'Исторический роман', 'Фэнтези', 'Эзотерика'}","{'Брэдбери', 'Канеман', 'Сартр', 'Синек', 'Достоевский', 'Дик', 'Фоллетт', 'Кастанеда', 'Лао-цзы', 'Адлер', 'Грин', 'Бэнкс', 'Тайсон', 'Сапковский'}",4272 6736 5051 3236,15,6550
М.Видео,"(59.925543,30.3193709)",2023-05-18 15:18:28.778376,"{'Наушники', 'Проектор', 'Колонки', 'Фотоаппарат', 'Клавиатура', 'Микрофон', 'Электронная книга', 'Материнская плата', 'Телевизор', 'Видеокарта', 'Сканер'}","{'Bose', 'Nvidia', 'Canon', 'SteelSeries', 'Epson', 'ASUS', 'Rode', 'Sony', 'ONYX', 'BenQ', 'Fujitsu', 'Kindle', 'Samsung', 'Sennheiser', 'Olympus'}",5406 3786 5453 8352,17,264700
Красное&Белое,"(59.9236185,30.3424575)",2023-04-11 12:41:02.032853,"{'Ликер', 'Вермуты', 'Коньяк', 'Эль', 'Вино', 'Текила', 'Ром', 'Водка', 'Сидр', 'Пиво'}","{'Белуга', 'Olmeca', 'Old Speckled Hen', 'Kilkenny', 'Арарат', 'Strongbow', 'Sailor Jerry', 'Amaretto', 'Балтика 7', 'Captain Morgan', 'Массандра', 'Carpano'}",5469 8125 6801 1474,13,11440
Goodki.ru,"(59.9264244,30.3188687)",2023-06-05 15:59:20.837907,"{'Наушники', 'Принтер', 'Процессор', 'Колонки', 'Фотоаппарат', 'Мышь', 'Часы', 'Внешний жесткий диск', 'Электронная книга', 'Материнская плата', 'Телевизор', 'Смартфон', 'Сканер'}","{'Xiaomi', 'Bose', 'Brother', 'Olympus', 'Microsoft', 'Canon', 'ASUS', 'Sony', 'Barnes & Noble', 'Garmin', 'WD', 'Apple', 'Razer', 'AMD', 'LG', 'JBL'}",2204 9239 5373 5409,18,318600
Дикси,"(59.9287232,30.3051701)",2023-07-09 14:36:57.076774,"{'Корма для животных', 'Крупа гречневая', 'Вода', 'Шампунь', 'Вино', 'Соусы и специи', 'Хлебобулочные', 'Замороженные овощи', 'Замороженные продукты'}","{'Clear', 'Останкино', 'Китикэт', '4 сезона', 'Шишкин лес', 'Дымов', 'Националь', 'Паляничка', 'Каберне', 'Махеев'}",4272 9072 4031 4400,10,1625
Красное&Белое,"(59.9049809,30.3415042)",2023-04-26 20:40:30.754112,"{'Ликер', 'Бренди', 'Джин', 'Вермуты', 'Вино', 'Текила', 'Шампанское', 'Пиво', 'Виски'}","{'Абрау-Дюрсо', ""Jack Daniel's"", 'Olmeca', 'Советское', ""Sheridan's"", ""Gordon's"", 'Noilly Prat', 'Инкерман', 'Винодельня Фанагория', 'Pliska', 'Массандра', 'Жигулевское'}",4272 6094 4862 2497,13,12650
Пятёрочка,"(59.913195,30.2772759)",2024-07-03 14:32:57.346210,"{'Косметика и уход', 'Крупы', 'Кофе и чай', 'Кофе', 'Масло сливочное', 'Вода', 'Хлеб', 'Кондитерские изделия', 'Средство для мытья посуды', 'Колбасные изделия', 'Водка', 'Сок', 'Рис', 'Овощи', 'Замороженные продукты'}","{'Папа может', 'Белуга', 'Наполеон', 'Мистраль', 'Экомилк', 'Ahmad', 'Фруктовый Сад', 'Аква Минерале', 'Нарезной', 'AOS', 'Дымов', 'Dove', 'Фермер', 'Nescafe', 'Селяночка'}",4277 3179 9515 1857,15,3300
Хмель Солод,"(59.9016757,30.3109793)",2023-10-27 18:13:14.127165,"{'Портвейн', 'Коньяк', 'Эль', 'Вино', 'Шампанское', 'Ром', 'Сидр', 'Пиво', 'Виски'}","{'Magners', 'Sandeman', 'Carlsberg', 'Абрау-Дюрсо', ""Jack Daniel's"", 'Old Speckled Hen', ""Fuller's"", 'Hennessy', 'Strongbow', 'The Macallan', 'Sailor Jerry', 'Budweiser', 'Martini Asti'}",2204 5849 7884 8679,13,13970
Книжный дом,"(59.9372933,30.324954)",2024-03-26 09:33:14.180334,"{'Современная проза', 'Бизнес-литература', 'Научпоп', 'Поэзия', 'Саморазвитие', 'Научная фантастика', 'Детская литература', 'Психология', 'Классика', 'Приключения', 'Исторический роман', 'Эзотерика', 'Юмор'}","{'Вудхаус', 'Чехов', 'Саган', 'Пиаже', 'Шарма', 'Канеман', 'Чуковский', 'Юнг', 'Толстой А.', 'Грин', 'Тургенев', 'Есенин', 'Достоевский', 'Вуди Аллен', 'Трамп', 'Зощенко', 'Гурджиев', 'Кийосаки', 'Сорокин', 'Саймак', 'Маршак', 'Дюма'}",5406 4189 8437 2168,25,9210
Семишагофф,"(59.9157367,30.3048399)",2023-02-14 13:33:16.231810,"{'Молочные продукты', 'Молоко', 'Сосиски', 'Печенье', 'Хлебобулочные', 'Средство для чистки', 'Напитки', 'Батарейки'}","{'Бородинский', 'Юбилейное', 'Rich', 'Energizer', 'Дымов', 'Домик в деревне', 'Comet', 'Клинский', 'Простоквашино'}",4277 5957 3145 2805,9,1085
Не указано,"(59.9299166,30.319692)",2023-12-13 16:50:04.631558,"{'Ликер', 'Бренди', 'Портвейн', 'Коньяк', 'Эль', 'Текила', 'Водка', 'Сидр', 'Пиво'}","{'Pliska', 'Apple Fox', 'Финляндия', 'Don Julio', 'Torres', ""Cockburn's"", 'Hennessy', 'Русский Стандарт', 'Балтика 7', 'Amstel', 'Malibu', 'Bass Pale Ale', 'Kahlua'}",4279 4940 8739 5610,14,17360
Дикси,"(59.918506,30.3460359)",2023-03-09 20:38:03.218893,"{'Бытовая химия', 'Детские товары', 'Корма для животных', 'Коньяк', 'Крупа гречневая', 'Освежитель воздуха', 'Хлебобулочные', 'Мыло', 'Полуфабрикаты', 'Зубная паста'}","{'АрАрАт', 'Colgate', 'Lenor', 'Glade', 'Хаггис', 'Увелка', 'Китикэт', 'Невская косметика', 'Мираторг', 'Булочная Столичная'}",2204 7594 5858 7501,10,3105
Хмель Солод,"(59.9003792,30.3114166)",2024-08-22 19:19:58.782996,"{'Бренди', 'Портвейн', 'Джин', 'Вермуты', 'Коньяк', 'Эль', 'Вино', 'Текила', 'Шампанское', 'Водка', 'Сидр', 'Пиво', 'Виски'}","{'Белуга', 'Sandeman', 'Metaxa', 'Арарат', 'Johnnie Walker', 'Pliska', 'Tanqueray', 'Old Speckled Hen', 'Campari', 'Noilly Prat', 'Винодельня Фанагория', 'Bass Pale Ale', ""Jack Daniel's"", 'Chivas Regal', 'Beefeater', 'Hoegaarden', 'Fizzy', 'Bosca', 'Olmeca', 'Heineken', ""Graham's"", 'Courvoisier'}",4277 8688 8291 1729,25,29310
Zhukov Store,"(59.9102636,30.3469941)",2023-04-11 12:01:22.743676,"{'Наушники', 'Планшет', 'Принтер', 'Фотоаппарат', 'Часы', 'Клавиатура', 'Микрофон', 'Внешний жесткий диск', 'Материнская плата', 'Телевизор'}","{'Shure', 'HP', 'ASUS', 'Audio-Technica', 'Nikon', 'Apple', 'Lenovo', 'WD', 'Razer', 'Samsung', 'JBL'}",2204 2931 3587 3987,17,359500
Двадцать восьмой,"(59.9153217,30.3413105)",2024-05-12 10:44:20.298400,"{'Фантастика', 'Научная фантастика', 'Саморазвитие', 'Детская литература', 'Психология', 'Приключения', 'Исторический роман', 'Фэнтези', 'Эзотерика'}","{'Канеман', 'Фрейд', 'Успенский', 'Кларк', 'Льюис', 'Маккьюэн', 'Лондон', 'Саймак', 'Маршак', 'Пикуля'}",4277 8946 2897 5136,10,3870
Искатель,"(59.9370847,30.3193004)",2024-06-24 18:38:12.315998,"{'Философия', 'Научпоп', 'Фантастика', 'Научная фантастика', 'Поэзия', 'Фэнтези'}","{'Хокинг', 'Роулинг', 'Лао-цзы', 'Воннегут', 'Саймак', 'Азимов', 'Пушкин'}",2200 6092 4939 2211,7,2710
Семишагофф,"(59.9301524,30.3223468)",2024-06-16 17:00:35.045196,"{'Мусорные пакеты', 'Замороженные продукты', 'Бытовая химия', 'Крупа гречневая', 'Освежитель воздуха', 'Мясо', 'Колбаса', 'Пиво', 'Фрукты', 'Косметика и уход', 'Кондитерские изделия', 'Пельмени', 'Соусы и специи', 'Лапша быстрого приготовления', 'Рыба и морепродукты', 'Крупы', 'Кофе и чай', 'Конфеты', 'Напитки', 'Сок', 'Консервы'}","{'Пепси', 'Роллтон', 'Добрый', 'Наполеон', 'Останкино', 'Рот Фронт', 'Балтийский берег', 'ВкусВилл', 'Ahmad', 'Glade', 'Paclan', 'Дары сада', 'Цезарь', 'Доширак', 'Торчин', 'Главпродукт', 'Ariel', 'Балтика', 'Дымов', 'Националь', 'Nivea'}",4272 8033 7398 1952,25,4360
Красное&Белое,"(59.9186528,30.3461589)",2023-03-07 18:31:04.074438,"{'Бренди', 'Портвейн', 'Вермуты', 'Эль', 'Вино', 'Текила', 'Ром', 'Сидр', 'Пиво', 'Виски'}","{'Sandeman', 'Fizzy', 'Абрау-Дюрсо', 'Stella Artois', 'Chivas Regal', 'Noilly Prat', ""Cockburn's"", 'Ararat', 'Инкерман', 'Bacardi', 'Jose Cuervo', 'Винодельня Фанагория', 'Bass Pale Ale', 'Fonseca'}",2206 2254 1947 1966,14,13310
Ароматный мир,"(59.9137255,30.2937732)",2024-06-16 10:56:16.268357,"{'Ликер', 'Портвейн', 'Джин', 'Вермуты', 'Коньяк', 'Эль', 'Вино', 'Текила', 'Шампанское', 'Ром', 'Водка', 'Сидр', 'Пиво', 'Виски'}","{'Sandeman', 'Patron', 'Царская', 'Jameson', 'Espolon', 'Amaretto', 'Hennessy', 'Noilly Prat', 'Винодельня Фанагория', 'Жигулевское', 'Кизлярский', 'Bombay Sapphire', 'Chivas Regal', 'Kilkenny', 'Массандра', 'Beefeater', ""Hendrick's"", 'Bosca', ""Gordon's"", 'Somersby', 'Captain Morgan'}",4277 2239 7536 4530,23,30490
DNS,"(59.9155222,30.3178112)",2023-09-12 10:23:25.382779,"{'Наушники', 'Роутер', 'Планшет', 'Жесткий диск', 'Фотоаппарат', 'Часы', 'Клавиатура', 'Флешка', 'Умная колонка', 'Материнская плата', 'Телевизор', 'Смартфон', 'Ноутбук', 'Сканер'}","{'Xiaomi', 'Brother', 'Linksys', 'MSI', 'SteelSeries', 'Canon', 'ASUS', 'Sony', 'Garmin', 'Lenovo', 'Kingston', 'Western Digital', 'TP-Link', 'Google'}",2200 6274 8090 4692,16,294500
Перекрёсток,"(59.9334335,30.32868)",2023-07-12 17:13:46.076535,"{'Туалетная бумага', 'Крупы', 'Кофе и чай', 'Гель для душа', 'Корма для животных', 'Молочные продукты', 'Шампунь', 'Вода', 'Хлеб', 'Кондитерские изделия', 'Сыр', 'Бакалея', 'Сосиски', 'Соусы и специи', 'Средство для чистки', 'Рыба и морепродукты', 'Лапша быстрого приготовления', 'Консервы'}","{'Балтийский берег', 'Clear', 'Наполеон', 'Heinz', 'Мистраль', 'Ahmad', 'Златые', 'Рыбный остров', 'Китикэт', 'Нарезной', 'Hochland', 'Cif', 'Дымов', 'Шишкин лес', 'Тёма', 'Доширак', 'Kleenex', 'Nivea'}",5443 4167 9940 9828,19,2997
Millstream,"(59.9246793,30.2872457)",2024-08-17 17:19:10.020551,"{'Джин', 'Коньяк', 'Водка', 'Пиво', 'Виски'}","{""Hendrick's"", 'Кизлярский', 'Leffe', 'Абсолют', 'Chivas Regal'}",4277 9143 8648 3010,5,6920
Красное&Белое,"(59.9160776,30.3288926)",2024-04-21 09:22:23.019873,"{'Ликер', 'Бренди', 'Портвейн', 'Джин', 'Коньяк', 'Эль', 'Вино', 'Шампанское', 'Водка', 'Пиво', 'Виски'}","{'Белуга', 'Кизлярский', 'Baileys', 'Bosca', 'Bombay Sapphire', 'Stella Artois', ""Gordon's"", ""Cockburn's"", 'Jameson', 'Ararat', 'Newcastle Brown Ale', 'Heineken', 'Инкерман', 'Kilkenny', 'Remy Martin', 'Fonseca'}",5469 8824 1965 4264,17,16000
Пиво и раки,"(59.9080573,30.3463201)",2024-01-13 11:57:49.218069,"{'Вермуты', 'Вино', 'Шампанское', 'Ром', 'Водка', 'Сидр', 'Пиво'}","{'Moet & Chandon', 'Zacapa', 'Carlsberg', 'Абрау-Дюрсо', 'Campari', 'Русский Стандарт', 'Amstel', 'Apple Fox', 'Массандра'}",2204 3935 5353 3343,9,10330
Красное&Белое,"(59.909439,30.3069951)",2023-08-12 21:10:16.305797,"{'Коньяк', 'Эль', 'Вино', 'Ром', 'Сидр', 'Пиво', 'Виски'}","{'Zacapa', 'Magners', 'Fizzy', 'Heineken', 'Шато Тамань', 'Johnnie Walker', 'Amstel', 'Bass Pale Ale', 'Remy Martin'}",2204 6799 7285 4761,9,10510
Ароматный мир,"(59.928991,30.3118417)",2024-02-10 19:20:02.031569,"{'Ликер', 'Бренди', 'Портвейн', 'Вермуты', 'Коньяк', 'Эль', 'Водка', 'Сидр', 'Пиво'}","{'Белуга', 'Apple Fox', 'Sandeman', 'Pliska', 'Carlsberg', 'Stella Artois', 'Noilly Prat', 'Somersby', 'Балтика 7', 'Kilkenny', ""Graham's"", 'Malibu', 'Remy Martin', 'Fonseca'}",4277 2512 5058 2628,14,12750
Англия,"(59.9340912,30.3446155)",2024-04-13 17:32:37.018865,"{'Бизнес-литература', 'Фантастика', 'Поэзия', 'Психология', 'Исторический роман', 'Фэнтези', 'Эзотерика', 'Юмор', 'Детектив'}","{'Чейз', 'Лермонтов', 'Фрейд', 'Роулинг', 'Кастанеда', 'Кийосаки', 'Ильф и Петров', 'Ахматова', 'Бэнкс', 'Хейли', 'Фромм', 'Эриксон', 'Блаватская', 'Бандура', 'Пушкин', 'Кларк'}",2204 3362 4864 3162,18,6780
Технолог,"(59.9100818,30.2887932)",2023-08-11 14:48:59.720582,"{'Влажные салфетки', 'Крупы', 'Сладости', 'Средство для ванной', 'Детские товары', 'Йогурт', 'Молоко', 'Напитки', 'Овощи', 'Замороженные продукты'}","{'Кока-Кола', 'Мистраль', 'Чудо', 'Хаггис', 'Pampers', 'Агро-Альянс', 'Sanfor', 'Домик в деревне', 'Золотой Петушок', 'Овощи России', 'Аленка'}",4272 2650 6472 3960,12,1761
Пятёрочка,"(59.9210744,30.3388217)",2023-12-20 13:39:44.948284,"{'Хлебобулочные', 'Крупы', 'Косметика и уход', 'Бытовая химия', 'Корма для животных', 'Шампунь', 'Вода', 'Соусы и специи', 'Кондитерские изделия', 'Сыр', 'Прокладки', 'Пельмени', 'Колбасные изделия', 'Сметана', 'Мясо', 'Полуфабрикаты', 'Колбаса', 'Консервы'}","{'Always', 'Dove', 'Сибирская коллекция', 'Наполеон', 'Fairy', 'Останкино', 'Китикэт', 'Мираторг', 'Великолукский МК', 'Hochland', 'Гудвил', 'Ремит', 'Чумак', 'Аква Минерале', 'Булочный Завод', 'Naturella', 'Окраина', 'Head & Shoulders', 'Рузком', 'Whiskas', 'Простоквашино'}",4279 8519 6450 3979,23,4277
Oldi.ru,"(59.9186979,30.3332081)",2023-10-16 16:58:52.690437,"{'Жесткий диск', 'Часы', 'Флешка', 'Электронная книга', 'Телевизор', 'Ноутбук', 'Сканер'}","{'Seagate', 'PocketBook', 'Brother', 'Sony', 'Garmin', 'Dell', 'Kingston', 'Western Digital', 'Fitbit'}",2204 1726 8515 4010,10,181800
Ароматный мир,"(59.9194623,30.2879587)",2023-03-22 09:15:41.587730,"{'Ликер', 'Бренди', 'Портвейн', 'Джин', 'Вермуты', 'Коньяк', 'Эль', 'Вино', 'Шампанское', 'Водка', 'Сидр', 'Пиво', 'Виски'}","{'Jameson', 'Newcastle Brown Ale', 'Шато Тамань', 'Johnnie Walker', 'Amaretto', 'Tanqueray', 'Абсолют', 'Финляндия', ""Sheridan's"", 'Noilly Prat', 'Русский Стандарт', 'Винодельня Фанагория', 'Carpano', 'Torres', ""Cockburn's"", 'Массандра', 'Magners', 'Heineken', 'Somersby', 'Martini Asti', 'Courvoisier'}",4277 7694 6986 2442,23,23390
Krebspub,"(59.927954,30.3272945)",2024-04-29 16:23:15.196098,"{'Портвейн', 'Джин', 'Вермуты', 'Эль', 'Текила', 'Шампанское', 'Водка', 'Сидр', 'Пиво', 'Виски'}","{'Sandeman', 'Абсолют', 'Patron', ""Jack Daniel's"", 'Stella Artois', 'Cinzano Bianco', 'Campari', 'Old Speckled Hen', 'Olmeca', 'Guinness', 'Jameson', 'Apple Fox', 'Martini Asti', 'Beefeater'}",2204 1619 2764 5997,15,16440
Пятёрочка,"(59.9223189,30.2924764)",2024-05-26 14:34:46.986948,"{'Подгузники', 'Мусорные пакеты', 'Конфеты', 'Моющее средство', 'Молочные продукты', 'Молоко', 'Колбасные изделия', 'Хлебобулочные', 'Печенье', 'Сок', 'Полуфабрикаты', 'Фрукты'}","{'Орео', 'Сады России', 'Черкизово', 'Папа может', 'Останкино', 'Савушкин', 'Добрый', 'Рот Фронт', 'Huggies', 'Fackelmann', 'Мираторг', 'Паляничка', 'Простоквашино', 'Tide'}",5469 8290 3108 3399,14,3230
Ароматный мир,"(59.9062831,30.3446443)",2023-08-25 19:15:33.979391,"{'Текила', 'Портвейн', 'Пиво'}","{'Espolon', 'Jose Cuervo', 'Fonseca', 'Carlsberg'}",5489 1923 8537 4626,5,5600
Хмель Солод,"(59.9029188,30.3114705)",2023-06-25 18:53:50.503992,"{'Вино', 'Текила', 'Сидр', 'Водка'}","{'Белуга', 'Финляндия', 'Strongbow', 'Espolon', 'Шато Тамань'}",4279 4503 5652 1788,5,4400
Градусы,"(59.9214778,30.3534207)",2024-06-27 19:10:12.773594,"{'Ликер', 'Портвейн', 'Джин', 'Коньяк', 'Вино', 'Текила', 'Шампанское', 'Ром', 'Сидр', 'Пиво', 'Виски'}","{""Hendrick's"", 'Veuve Clicquot', 'Baileys', ""Cockburn's"", 'Espolon', 'Johnnie Walker', 'Hoegaarden', 'Sailor Jerry', 'Винодельня Фанагория', 'Apple Fox', 'Tanqueray', 'Арарат'}",5489 8586 9698 7257,14,18600
Leols,"(59.8988541,30.3115515)",2023-01-17 20:23:00.390423,"{'Портвейн', 'Джин', 'Вино', 'Ром', 'Сидр'}","{'Массандра', 'Strongbow', 'Sailor Jerry', 'Beefeater', 'Fonseca'}",4272 5387 4672 5765,5,4350
Ароматный мир,"(59.9182342,30.3072614)",2023-03-11 10:00:40.149382,"{'Ликер', 'Бренди', 'Портвейн', 'Джин', 'Вермуты', 'Эль', 'Вино', 'Текила', 'Ром', 'Сидр', 'Пиво'}","{'Metaxa', 'Espolon', 'Campari', ""Sheridan's"", 'Винодельня Фанагория', 'Балтика 7', 'Zacapa', 'Baileys', ""Dow's"", 'Torres', 'Stella Artois', 'Ararat', 'Martini Rosso', 'Malibu', 'Массандра', 'Beefeater', 'Абрау-Дюрсо', ""Fuller's"", 'Heineken', 'Jose Cuervo', 'Somersby', 'Captain Morgan'}",5469 8872 3020 6332,22,23010
РеалЪ,"(59.9178996,30.2893587)",2024-07-03 16:57:02.008528,"{'Крупы', 'Бытовая химия', 'Минеральная вода', 'Кофе', 'Конфеты', 'Коньяк', 'Вода', 'Хлеб', 'Вино', 'Бакалея', 'Кондитерские изделия', 'Фрукты'}","{'АрАрАт', 'Шардоне', 'Наполеон', 'Сады России', 'Fairy', 'Златые', 'Боржоми', 'Нарезной', 'Шишкин лес', 'Hennessy', 'Рот Фронт', 'Nescafe', 'Селяночка'}",4277 7967 3382 1389,13,6049
РусАлка,"(59.9100432,30.2887745)",2024-02-05 09:06:46.884249,"{'Ликер', 'Портвейн', 'Вермуты', 'Коньяк', 'Эль', 'Вино', 'Шампанское', 'Водка', 'Сидр', 'Пиво'}","{'Baileys', 'Bosca', 'Абрау-Дюрсо', 'Царская', ""Sheridan's"", 'Campari', 'Арарат', ""Cockburn's"", 'Newcastle Brown Ale', 'Heineken', 'Шато Тамань', 'Somersby', 'Carpano', 'Kahlua', 'Remy Martin'}",5406 5615 9470 9368,18,18650
Дикси,"(59.9122946,30.2978337)",2024-01-10 16:07:59.463232,"{'Влажные салфетки', 'Туалетная бумага', 'Сладости', 'Гель для душа', 'Корма для животных', 'Замороженные продукты', 'Средство для мытья посуды', 'Хлебобулочные', 'Мыло', 'Рыба и морепродукты', 'Макароны', 'Фрукты'}","{'Морозко', 'Pampers', 'Коммунарка', 'Zewa', 'Барилла', 'AOS', 'Зеленая Долина', 'Pedigree', 'Whiskas', 'Санта Бремор', 'Славянка', 'Невская косметика', 'Кухня без границ', 'Nivea'}",4277 5413 1367 1423,15,2095
Буквоед,"(59.9282264,30.3466495)",2024-05-12 16:43:27.955497,"{'Философия', 'Современная проза', 'Бизнес-литература', 'Фантастика', 'Поэзия', 'Научная фантастика', 'Детская литература', 'Классика', 'Приключения', 'Исторический роман', 'Эзотерика'}","{'Бродский', 'Брэдбери', 'Сабатини', 'Кастанеда', 'Воннегут', 'Пушкин', 'Кларк', 'Дик', 'Шопенгауэр', 'Пелевин', 'Рам Дас', 'Гаррисон', 'Сартр', 'Достоевский', 'Островский', 'Есенин', 'Браун', 'Платон', 'Хейли', 'Саймак', 'Маршак'}",4272 6895 3737 6224,25,8940
Красное&Белое,"(59.923977,30.3107449)",2023-06-11 14:33:58.811612,"{'Портвейн', 'Джин', 'Вермуты', 'Коньяк', 'Эль', 'Текила', 'Шампанское', 'Ром', 'Водка', 'Сидр', 'Пиво'}","{'Sandeman', 'Courvoisier', 'Царская', 'Don Julio', 'Cinzano Bianco', 'Old Speckled Hen', 'Campari', 'Amstel', 'Балтика 7', 'Жигулевское', 'Moet & Chandon', 'Zacapa', ""Dow's"", 'Martini Rosso', 'Beefeater', 'Hoegaarden', 'Magners', 'Carlsberg', ""Fuller's"", 'Bacardi', 'Jose Cuervo', ""Graham's"", 'Fonseca'}",5469 5220 6723 6262,24,27500
Пятёрочка,"(59.9117096,30.2825035)",2023-10-17 12:57:37.412415,"{'Сладости', 'Детские товары', 'Корма для животных', 'Йогурт', 'Соусы и специи', 'Полуфабрикаты', 'Рис', 'Фрукты'}","{'Сады России', 'Heinz', 'Мистраль', 'Хаггис', 'Останкино', 'Китикэт', 'Активиа', 'Аленка'}",4276 9688 5571 1677,8,1509
РеалЪ,"(59.9244301,30.3376846)",2023-07-25 12:47:32.812468,"{'Крупы', 'Молочные продукты', 'Консервы', 'Шампунь', 'Крупа гречневая', 'Кондитерские изделия', 'Напитки', 'Хлебобулочные', 'Полуфабрикаты', 'Пиво', 'Овощи'}","{'Наполеон', 'Пепси', 'Останкино', 'Бородинский', 'Каравай', 'Балтика', 'Националь', 'Домик в деревне', 'Рузком', 'Тульский', 'Head & Shoulders', 'Овощи России', 'Жигулевское'}",4277 2445 9405 8936,15,1699
Live Beer,"(59.9227482,30.3303035)",2024-01-15 16:05:38.484486,"{'Ликер', 'Бренди', 'Портвейн', 'Джин', 'Вермуты', 'Текила', 'Шампанское', 'Водка', 'Сидр', 'Пиво'}","{'Pliska', 'Sandeman', 'Bosca', 'Patron', 'Cinzano Bianco', 'Stella Artois', 'Царская', ""Sheridan's"", 'Apple Fox', 'Tanqueray', 'Kahlua', 'Fonseca'}",5469 5668 8379 8211,12,13900
Градусы,"(59.9133172,30.3489688)",2024-05-12 13:50:41.413450,"{'Ликер', 'Бренди', 'Портвейн', 'Джин', 'Коньяк', 'Шампанское', 'Ром', 'Сидр', 'Виски'}","{'Zacapa', 'Кизлярский', 'Bosca', 'Torres', ""Jack Daniel's"", ""Gordon's"", 'Hennessy', ""Cockburn's"", 'Strongbow', 'Ararat', 'Bacardi', 'Johnnie Walker', 'Pliska', 'Kahlua', 'Арарат'}",4277 6696 3601 4985,18,28200
